AMC Name,AMC Launch Date,Rank,Mutual Fund Name,AUM,Type,Scheme Launch Date,Exit Load,Expense Ratio,Investment Type,NAV,Minimum Investment,Minimum SIP Amount,Total Return,1m_return,1y_return,2y_return,3y_return,4y_return,5y_return,10y_return
Quantum,2005-09-19T00:00:00.083Z,33.0,Quantum Equity Fund of Funds Direct Growth,98.7115,Other,20-Jul-2009,"For units in excess of 10% of the investment,1% will be charged for redemption within 365 days.",0.51,FoF Overseas/Domestic,60.319,500,500.0,505.83,4.6085575163,19.8903665004,20.400254382129,79.229039701792,77.070789735196,74.762014654127,333.23083524027
ITI,2018-05-14T00:00:00.815Z,,ITI Multi Cap Fund Direct   Growth,595.28,Equity,15-May-2019,Exit load of 1% if redeemed within 3 months.,0.5,Multi Cap,17.5646,1000,500.0,76.767,6.6036654867,28.5148241316,17.579720363447,82.414554610748,74.414153075018,,
MIRAE_ASSET,2019-04-26T00:00:00.446Z,13.0,Mirae Asset Large Cap Fund Direct  Growth,35547.60937175,Equity,01-Jan-2013,Exit load of 1% if redeemed within 1 year,0.55,Large Cap,95.567,5000,1000.0,411.720619,5.3397527082,18.7170127756,22.529241812928,78.907266307377,80.805709456286,91.125670041691,435.93497745365
ICICI_PRUDENTIAL,1993-10-12T00:00:00.036Z,3.0,ICICI Prudential S&P BSE Sensex Index Fund Direct   Growth,1031.14643075,Other,21-Sep-2017,Nil,0.16,Index,21.1774,100,100.0,116.376,6.0245686762,21.8230442249,28.547325396259,79.168150239717,82.839566679623,88.39878101872,
Invesco,2006-07-24T00:00:00.679Z,16.0,Invesco India Largecap Fund Direct Growth,800.6558,Equity,01-Jan-2013,Nil,0.81,Large Cap,57.12,1000,100.0,339.329268,4.9908925319,21.6547066273,24.870017331022,80.18130665833,87.021414665801,84.388995521433,338.99466869764
LIC,1994-04-20T00:00:00.361Z,20.0,LIC MF S&P BSE Sensex Fund Direct  Growth,71.5556,Other,02-Jan-2013,"Exit load of 0.25%, if redeemed within 7 days.",0.38,Index,128.985,5000,1000.0,255.254475,6.0001367378,21.8525141607,28.550358771864,78.589607031637,81.205329519985,86.40953030273,251.81090843079
Invesco,2006-07-24T00:00:00.969Z,16.0,Invesco India Tax Plan Direct Growth,2102.5196,Equity,01-Jan-2013,Nil,0.9,ELSS,101.61,500,500.0,413.737374,4.3282051282,21.2974004293,16.98677400805,77.552801536044,90.308699719363,82.261243504748,439.34252386002
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15T00:00:00.539Z,25.0,Baroda BNP Paribas Large Cap Fund Direct Growth,1458.2828033,Equity,02-Jan-2013,"For units in excess of 10% of the investment,1% will be charged for redemption within 12 months",0.95,Large Cap,178.2706,5000,500.0,351.585439,6.0953230729,21.9656682753,26.984507778472,78.446917344374,88.336708810569,97.156017616372,348.63792049234
ITI,2018-05-14T00:00:00.409Z,,ITI Long Term Equity Fund Direct   Growth,188.4484,Equity,18-Oct-2019,Nil,0.5,ELSS,17.0611,500,500.0,72.558,4.4584213617,25.0764703324,15.503761814238,81.500531170784,,,
BIRLA_SUN_LIFE,1994-12-23T00:00:00.096Z,4.0,Aditya Birla Sun Life Focused Equity Fund Direct Growth,6148.0011,Equity,01-Jan-2013,1% for redemption within 90 days,0.89,Focused,111.7115,1000,1000.0,325.851585,6.108629962,19.4095762989,23.745760118193,78.626016066363,80.494741067844,84.623306571357,354.04937044802
ICICI_PRUDENTIAL,1993-10-12T00:00:00.826Z,3.0,ICICI Prudential Retirement Fund   Hybrid Aggressive Plan Direct   Growth,191.84764754,Solution Oriented,27-Feb-2019,Nil,1.12,Retirement,18.49,5000,100.0,85.8,7.0276497696,23.2095490716,30.020993701889,78.653846153846,79.343629343629,,
FRANKLIN_TEMPLETON,1996-02-19T00:00:00.457Z,11.0,Franklin India Equity Hybrid Fund Direct Growth,1432.5354888,Hybrid,01-Jan-2013,"For units in excess of 10% of the investment, 1% will be charged for redemption within 1 year",0.85,Aggressive Hybrid,222.8041,5000,500.0,305.53548,4.6939170991,19.6559678672,22.067215333566,77.764973021261,75.842078284742,81.769287969475,311.76269164494
Tata,1995-06-30T00:00:00.391Z,14.0,Tata S&P BSE Sensex Index Direct,249.59365714,Other,01-Jan-2013,Exit load of 0.25% if redeemed within 7 days,0.27,Index,171.8509,5000,150.0,263.162778,6.0596742274,21.7279453646,28.343780786952,77.94556501253,81.117087926428,87.560639687457,261.42277021657
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15T00:00:00.940Z,25.0,Baroda BNP Paribas ELSS Direct Growth,713.9784,Equity,02-Jan-2013,Nil,1.14,ELSS,71.1574,500,500.0,321.827736,4.4335684259,20.0906960496,21.305449701234,78.219238907451,85.283938518671,86.023696461583,334.43323779463
IDBI,2010-03-29T00:00:00.595Z,29.0,IDBI Focused 30 Equity Fund Direct   Growth,131.4864,Equity,17-Nov-2017,Exit load of 1% if redeemed within 12 months.,1.61,Focused,18.11,5000,500.0,,,,,,,,
Axis,2009-09-04T00:00:00.168Z,7.0,Axis Nifty 100 Index Fund Direct   Growth,926.651504,Other,18-Oct-2019,Nil,0.15,Index,16.9929,500,100.0,71.695,5.6084193951,18.3850349236,24.506889050036,78.291796469366,,,
UNION_KBC,2009-12-30T00:00:00.943Z,27.0,Union Largecap Fund Direct   Growth,250.5013,Equity,11-May-2017,1% exit load if redeemed within 15 days.,1.72,Large Cap,18.89,1000,1000.0,92.7,6.3465783664,20.663744521,24.563671622495,77.931671283471,79.757462686567,77.603686635944,
FRANKLIN_TEMPLETON,1996-02-19T00:00:00.577Z,11.0,Franklin India Technology Fund Direct  Growth,805.89339902,Equity,01-Jan-2013,Exit load of 1% if redeemed within 1 year,0.98,Sectoral / Thematic,375.2487,5000,500.0,498.586772,6.295695264,25.5263700415,10.56898797447,80.19345235169,122.24197443436,125.77551108401,384.2181743244
LIC,1994-04-20T00:00:00.079Z,20.0,LIC MF Focused 30 Equity Fund Direct   Growth,131.4864,Equity,17-Nov-2017,Exit load of 1% if redeemed within 12 months.,1.61,Focused,17.97,5000,500.0,82.1,4.9567723343,19.4098360656,26.195426195426,78.005865102639,83.199195171026,73.759541984732,
Taurus,1993-08-20T00:00:00.558Z,37.0,Taurus Tax Shield Direct Growth,64.1865,Equity,01-Jan-2013,Nil,1.78,ELSS,142.11,500,500.0,266.342213,4.5085860431,24.8646760957,26.543974517784,78.018421707742,81.681910569105,72.729468599033,308.62857142857
Tata,1995-06-30T00:00:00.481Z,14.0,Tata Multi Asset Opportunities Fund Direct   Growth,1666.13159283,Hybrid,04-Mar-2020,"For units more than 12% of the investments, an exit load of 1% if redeemed within 365 days.",0.5,Multi Asset Allocation,18.8647,5000,150.0,89.405,4.4998868959,19.7916666667,27.398752951147,75.853712885076,,,
HSBC,2002-05-27T00:00:00.128Z,21.0,HSBC Large Cap Fund Direct Growth,1532.38697733,Equity,01-Jan-2013,"For units in excess of 10% of the investment,1% will be charged for redemption within 1 year.",1.22,Large Cap,381.8635,5000,1000.0,258.235373,5.1475696237,20.2109376481,23.382786440584,75.802181563047,76.412314929277,77.525790888458,280.74563747359
UTI,2002-11-14T00:00:00.820Z,8.0,UTI Flexi Cap Fund Direct Growth,26032.5287,Equity,01-Jan-2013,For more than 10% of investments 1% will be charged if redeemed within 1 year,0.88,Flexi Cap,265.7605,5000,500.0,319.521067,2.4095178846,12.0344636494,6.69459677264,76.846961311266,91.970471913584,80.011361989743,330.55083194864
Tata,1995-06-30T00:00:00.410Z,14.0,Tata Hybrid Equity Fund Direct Plan Growth,3377.74555215,Hybrid,01-Jan-2013,"For units more than 12% of the investments, an exit load of 1% if redeemed within 365 days.",0.99,Aggressive Hybrid,382.7106,5000,150.0,286.382507,4.8154772306,19.217965961,26.601183631626,74.382344563158,72.934622015662,78.209999505583,302.20103158364
DHFL_PRAMERICA,2010-05-13T00:00:00.155Z,26.0,PGIM India Large Cap Fund Direct Plan Growth,485.5719,Equity,01-Jan-2013,0.5% for redemption within 90 days,0.91,Large Cap,309.59,5000,1000.0,300.267789,4.8116735675,22.0507037872,20.186085691312,76.095371669004,73.958102416315,76.481502305183,294.87985910177
HSBC,2002-05-27T00:00:00.891Z,21.0,HSBC Managed Solutions India Growth Fund Direct  Growth,38.05863201,Other,30-Apr-2014,Exit load of 1% if redeemed within 1 year,1.05,FoF Overseas/Domestic,30.9388,5000,1000.0,210.418,4.1849444032,19.7775908505,21.319112514607,74.128984848739,75.168584342958,72.247747147867,
INDIABULLS,2008-04-10T00:00:00.578Z,35.0,Groww ELSS Tax Saver Fund Direct   Growth,38.12207669,Equity,28-Dec-2017,Nil,0.85,ELSS,15.99,500,500.0,62.3,5.4580896686,18.4671532847,22.675736961451,72.659574468085,70.48319327731,67.147270854788,
DSP,1996-12-16T00:00:00.226Z,10.0,DSP Healthcare Fund Direct   Growth,1369.5236,Equity,30-Nov-2018,Exit load of 1% if redeemed within 12 months.,0.75,Sectoral / Thematic,27.634,100,100.0,170.45,6.8930081815,27.2885583847,14.490728981457,79.665183019996,164.96521994709,,
Taurus,1993-08-20T00:00:00.049Z,37.0,Taurus Ethical Fund Direct Growth,97.5247,Equity,01-Jan-2013,Exit load of 1% if redeemed within 365 days.,1.26,Sectoral / Thematic,102.96,500,500.0,327.618243,5.3255668816,16.672427699,16.123853211009,77.617961761094,96.583187730537,86.86104447315,332.36549957301
Tata,1995-06-30T00:00:00.641Z,14.0,Tata Flexi Cap Fund Direct   Growth,2291.56510838,Equity,06-Sep-2018,"For units more than 12% of the investments, an exit load of 1% if redeemed within 12 months.",0.73,Flexi Cap,18.9529,5000,150.0,89.734,5.6378335041,19.6606962664,21.319504834006,73.108645669866,82.877907256937,,
HDFC,1999-12-10T00:00:00.304Z,2.0,HDFC Dynamic PE Ratio FoF Direct  Growth,34.2346,Other,01-Jan-2013,Exit load of 1% if redeemed within 1 year.,0.33898182,FoF Overseas/Domestic,34.5357,100,100.0,217.770915,3.6528845347,21.9046712431,27.028278144965,73.455238668573,77.52157684231,87.091869311602,204.6880920699
SBI,1987-06-29T00:00:00.329Z,1.0,SBI Healthcare Opportunities Fund Direct Plan Growth,1843.3489,Equity,01-Jan-2013,Exit load of 0.50% if redeemed within 15 days,1.05,Sectoral / Thematic,307.7402,5000,500.0,402.263455,6.5520714325,32.9282564637,16.076022307472,83.999664086052,156.94347309195,150.53265488918,349.3478894087
DSP,1996-12-16T00:00:00.033Z,10.0,DSP Top 100 Equity Direct Plan Growth,2900.9263,Equity,01-Jan-2013,Exit load of 1% if redeemed less than 12 months,1.26,Large Cap,354.509,100,100.0,213.771455,5.7816696409,23.1543890528,19.243595827012,73.435009137213,70.447749787445,65.697436849925,238.15931618748
IDFC,1999-12-20T00:00:00.711Z,9.0,Bandhan Large Cap Fund Direct Growth,1162.5811,Equity,01-Jan-2013,"For units in excess of 10% of the investment,1% will be charged for redemption within 365 days",0.94,Large Cap,61.303,1000,100.0,259.306334,5.5434930113,20.2551217627,24.939759036144,76.310569566449,84.246372519988,80.034722222222,258.05950394199
ICICI_PRUDENTIAL,1993-10-12T00:00:00.541Z,3.0,ICICI Prudential Child Care Gift Fund Direct Plan,950.20834976,Solution Oriented,01-Jan-2013,Nil,1.59,Children's,242.36,5000,100.0,272.964269,5.1582497406,20.8376807274,26.704871060171,70.219764837625,65.753424657534,71.250528094634,337.90061217141
IDBI,2010-03-29T00:00:00.531Z,29.0,IDBI Nifty Next 50 Index Fund Direct Growth,56.1004,Other,01-Jan-2013,Nil,0.32,Index,36.5471,5000,500.0,,,,,,,,
BIRLA_SUN_LIFE,1994-12-23T00:00:00.173Z,4.0,Aditya Birla Sun Life Manufacturing Equity Fund Direct Growth,678.1792,Equity,31-Jan-2015,1% for redemption within 90 days,1.58,Sectoral / Thematic,23.85,1000,1000.0,79.022556,5.9635068981,20.2525252525,14.471153846153,74.177029992684,86.891679748822,69.466192170818,
MIRAE_ASSET,2019-04-26T00:00:00.801Z,13.0,Mirae Asset Hybrid Equity Fund Direct Growth,7573.15007112,Hybrid,29-Jul-2015,"For units in excess of 15% of the investment,1% will be charged for redemption within 365 days",0.41,Aggressive Hybrid,27.964,5000,1000.0,180.97,4.7652783474,18.9190333093,22.82304598706,70.584663954829,77.94173527549,92.10310406126,
DSP,1996-12-16T00:00:00.427Z,10.0,DSP Focus Direct Plan Growth,1893.7434,Equity,01-Jan-2013,Exit load of 1% if redeemed less than 12 months,1.04,Focused,40.736,100,100.0,260.182745,6.5606155126,21.264826811,15.108802470869,69.734608537241,73.410600228416,70.504075860921,308.40804941223
,,,BNP Paribas Multi Cap Fund Direct Growth,561.508,Equity,02-Jan-2013,"Exit load of 1%, if redeemed within 3 months",1.01,Multi Cap,83.9294,5000,500.0,302.759117,-4.2690298593,20.4595358716,68.449466163602,70.409095523297,69.761139089456,103.62194027316,
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15T00:00:00.627Z,25.0,Baroda BNP Paribas Aggressive Hybrid Fund Direct   Growth,832.6326,Hybrid,07-Apr-2017,Exit load of 1% if redeemed within 12 months for units beyond 10% of the investment.,0.61,Aggressive Hybrid,22.8839,5000,500.0,130.864,4.872874619,20.1434243873,21.400025240839,70.613535923851,88.395815312301,101.6913614761,
INDIABULLS,2008-04-10T00:00:00.283Z,35.0,Groww Large Cap Fund Direct Fund Growth,96.84451805,Equity,01-Jan-2013,"Exit load of 1%, if redeemed within 7 days.",1.01,Large Cap,36.79,500,500.0,247.222222,5.0420168067,19.0854239441,23.96694214876,68.312387791741,64.545853444493,66.963490650044,256.463878327
HSBC,2002-05-27T00:00:00.283Z,21.0,HSBC Focused Fund Direct   Growth,1408.81927124,Equity,22-Jul-2020,"For units in excess of 10% of the investment,1% will be charged for redemption within 1 year.",0.95,Focused,18.7586,5000,1000.0,89.144,6.0467932653,18.8411442789,17.921669846257,74.088800530152,,,
BIRLA_SUN_LIFE,1994-12-23T00:00:00.108Z,4.0,Aditya Birla Sun Life Equity Hybrid '95 Fund Direct Growth,7235.8656,Hybrid,01-Jan-2013,1% for redemption within 90 days,1.06,Aggressive Hybrid,1268.44,100,100.0,264.057664,4.04970389,15.2935730688,16.118799934182,69.457451207961,62.338973520089,59.097968487763,277.92157562775
Sundaram,1996-02-26T00:00:00.803Z,17.0,Sundaram Aggressive Hybrid Fund Direct Growth,3307.21852798,Hybrid,02-Jan-2013,"For units in excess of 25% of the investment,1% will be charged for redemption within 365 days",0.76,Aggressive Hybrid,137.0779,100,100.0,298.984113,4.4165738122,16.777713807,21.99161512598,69.883627114808,73.530195102953,75.115272222468,257.87593239837
LIC,1994-04-20T00:00:00.771Z,20.0,LIC MF Flexi Cap Fund Direct Growth,441.502,Equity,02-Jan-2013,"For units more than 12% of the investments, an exit load of 1% if redeemed within 12 months.",1.74,Flexi Cap,80.9213,5000,1000.0,195.555507,6.063850547,21.7649685686,22.319427232272,68.458669531887,69.795732202585,76.679228600467,216.06531574316
UTI,2002-11-14T00:00:00.460Z,8.0,UTI India Consumer Fund Direct Growth,510.852,Equity,01-Jan-2013,Exit load of 1% if redeemed within 30 days.,1.78,Sectoral / Thematic,44.8,5000,500.0,217.921127,2.2041511211,14.1028686971,20.567144806736,68.38351852059,82.037685939749,62.773709468643,223.49341473551
BIRLA_SUN_LIFE,1994-12-23T00:00:00.121Z,4.0,Aditya Birla Sun Life Financial Planning FoF Aggressive Plan Direct Growth,169.8537,Other,01-Jan-2013,Exit load of 1% if redeemed within 365 days.,0.26,FoF Overseas/Domestic,41.6568,100,500.0,261.348992,4.1424265788,18.3032426299,22.742998352553,68.393267950115,80.451791205511,80.168929422738,293.24033930254
DSP,1996-12-16T00:00:00.912Z,10.0,DSP Equity & Bond Direct Growth,7829.5658,Hybrid,01-Jan-2013,Exit load of 1% if redeemed within 12 months,0.76,Aggressive Hybrid,283.342,100,100.0,290.23207,4.1645599549,19.8255950189,17.31085138894,69.854205962252,81.084875235553,84.256447212642,329.98888855521
LIC,1994-04-20T00:00:00.783Z,20.0,LIC MF Large Cap Fund Direct Growth,700.3399,Equity,31-Dec-2012,"For units more than 12% of the investments, an exit load of 1% if redeemed within 12 months.",1.39,Large Cap,47.2507,5000,1000.0,257.171359,4.8471165067,15.9639562408,19.356037980424,69.983621718166,74.113644416484,75.074528109821,271.20712248516
RELIANCE,1995-06-30T00:00:00.538Z,6.0,Nippon India Nifty Next 50 Junior BeES FoF Direct   Growth,189.0455,Other,08-Mar-2019,Nil,0.08,FoF Overseas/Domestic,16.6026,100,100.0,65.324,3.588413316,12.5993529712,14.194537693232,70.546122263714,69.948293053999,,
DSP,1996-12-16T00:00:00.118Z,10.0,DSP Nifty Next 50 Index Fund Direct   Growth,284.2819,Other,21-Feb-2019,Nil,0.3,Index,17.3788,100,100.0,74.314,3.7132674493,12.966443301,14.80866758875,71.299135220125,69.767623054597,,
PEERLESS,2009-12-04T00:00:00.759Z,36.0,Navi Equity Hybrid Fund Direct   Growth,87.533505,Hybrid,30-Apr-2018,Nil,0.42,Aggressive Hybrid,17.7772,10,10.0,78.693,5.5568682585,21.8956990348,27.679809080126,68.980027991073,70.603005480132,75.818369656122,
UTI,2002-11-14T00:00:00.722Z,8.0,UTI Nifty Next 50 Index Fund Direct   Growth,2388.3036,Other,28-Jun-2018,Nil,0.34,Index,16.2553,5000,500.0,63.05,3.6844381136,12.7866357694,14.458803956392,70.953164809125,71.359207995712,58.083031160923,
ICICI_PRUDENTIAL,1993-10-12T00:00:00.399Z,3.0,ICICI Prudential Nifty Next 50 Index Direct Growth,2844.9891047,Other,01-Jan-2013,Nil,0.3,Index,40.939,100,100.0,272.445287,3.6898347112,12.7593497721,14.434802479044,70.704605919521,69.615249581793,56.188241200678,301.46940930332
JM_FINANCIAL,1994-09-15T00:00:00.075Z,32.0,JM Large Cap Fund Direct Plan Growth,46.93658623,Equity,01-Jan-2013,"Exit load of 1%, if redeemed within 30 days.",1.74,Large Cap,124.8233,1000,100.0,246.388794,6.1128207886,22.8169249714,28.119330657369,67.545907014329,78.776946841135,81.137407580613,264.01579797048
Tata,1995-06-30T00:00:00.702Z,14.0,Tata Retirement Savings Fund Progressive Plan Direct Growth,1426.61656546,Solution Oriented,09-Jan-2013,Exit load of 1% if redeemed before 61 months.,0.63,Retirement,55.7684,5000,150.0,355.064851,5.9082470188,21.6551232386,19.364629747733,66.801590471478,78.143930832725,72.245717064642,379.59549213695
Shriram,1994-12-05T00:00:00.362Z,38.0,Shriram Flexi Cap Fund Direct   Growth,63.2848,Equity,28-Sep-2018,Exit load of 1% if redeemed within 12 months.,0.65,Flexi Cap,17.3819,5000,1000.0,75.997,5.7070782906,17.388462385,23.960754483088,67.53960094433,71.204972811019,,
HSBC,2002-05-27T00:00:00.967Z,21.0,HSBC Nifty Next 50 Index Fund Direct   Growth,68.34408655,Other,16-Apr-2020,"For units in excess of 10% of the investment,1% will be charged for redemption within one month.",0.35,Index,19.3872,5000,1000.0,94.482,3.675627842,12.5865462545,13.938719315718,70.001748251748,,,
LIC,1994-04-20T00:00:00.556Z,20.0,LIC MF Nifty Next 50 Index Fund Direct Growth,56.1004,Other,01-Jan-2013,Nil,0.32,Index,35.9434,5000,500.0,266.984896,3.6859601095,12.9113575229,14.829016006063,70.044094413921,69.878257919831,57.076205287713,296.73213401551
Invesco,2006-07-24T00:00:00.166Z,16.0,Invesco India   Invesco Global Equity Income FoF Direct Growth,17.2213,Other,05-May-2014,"For units in excess of 10% of the investment, 1% will be charged for redemption within 1 year.",0.72,FoF Overseas/Domestic,23.2098,1000,500.0,131.037,5.9695810515,27.1418036937,22.668868335262,66.942692188188,72.383510539078,66.493953850366,
ICICI_PRUDENTIAL,1993-10-12T00:00:00.746Z,3.0,ICICI Prudential US Bluechip Equity Direct Plan Growth,2770.17312033,Equity,02-Jan-2013,Exit load of 1% if redeemed within 1 month.,1.1,Sectoral / Thematic,59.17,5000,100.0,443.117593,6.2410841655,28.8494809689,20.631706823243,66.424581005586,98.401598401598,120.66666666667,334.25655976676
Axis,2009-09-04T00:00:00.627Z,7.0,Axis Flexi Cap Fund Direct   Growth,11358.416202,Equity,20-Nov-2017,For more than 10% of investments 1% will be charged if redeemed within 12 months,0.69,Flexi Cap,20.75,500,100.0,109.7,4.0178571429,16.0486995019,13.290113452188,68.976631748589,77.261200338123,82.506527415143,
CANARA_ROBECO,1987-12-19T00:00:00.305Z,18.0,Canara Robeco Equity Hybrid Fund Direct Growth,8895.8521,Hybrid,02-Jan-2013,Exit load of 1% will be charged for any redemption more than 10% of units allotted are redeemed within 1 year.,0.6,Aggressive Hybrid,300.22,5000,1000.0,319.159267,4.2942455729,17.6793643375,21.045673076923,67.338687344225,83.66565349544,89.815920085443,345.29108327192
MOTILAL_OSWAL,2009-12-29T00:00:00.895Z,19.0,Motilal Oswal Nifty Next 50 Index Fund Direct   Growth,135.0644,Other,23-Dec-2019,Nil,0.35,Index,15.8218,500,500.0,57.882,3.6773880038,12.9972373714,14.523429566226,69.112779699868,,,
INDIABULLS,2008-04-10T00:00:00.781Z,35.0,Groww Aggressive Hybrid Fund Direct   Growth,35.12285777,Hybrid,13-Dec-2018,"Exit load of 1%, if redeemed within 7 days.",0.44,Aggressive Hybrid,17.3842,500,500.0,76.498,4.129227901,17.3789287472,22.810264688691,66.269123520988,67.008572888476,,
Taurus,1993-08-20T00:00:00.411Z,37.0,Taurus Flexi Cap Fund Direct   Growth,260.2939,Equity,01-Jan-2013,Exit load of 1% if redeemed within 365 days.,2.6,Flexi Cap,170.5,500,500.0,164.880768,5.9129465668,15.4095263797,18.331488655229,66.093795514127,55.452562704471,44.561818642778,202.60038917389
DSP,1996-12-16T00:00:00.979Z,10.0,DSP Quant Fund Direct   Growth,1278.9701,Equity,10-Jun-2019,Nil,0.56,Sectoral / Thematic,17.83,100,100.0,80.08,4.3397647604,16.8515995068,14.292967758314,67.019105917269,90.339287601733,,
Tata,1995-06-30T00:00:00.591Z,14.0,Tata India Pharma & HealthCare Fund Direct Growth,565.85715117,Equity,28-Dec-2015,Exit load of 0.25% if redeemed within 30 days.,0.97,Sectoral / Thematic,22.2826,5000,150.0,117.168,7.2582875657,22.9243552879,10.624468318127,74.102103642893,128.10566671918,139.09281074535,
RELIANCE,1995-06-30T00:00:00.225Z,6.0,Nippon India Pharma Fund Direct Growth,4959.5932,Equity,31-Dec-2012,Exit load of 1% if redeemed within 1 month.,1.03,Sectoral / Thematic,372.3279,5000,100.0,421.21884,7.1903961248,25.8983018266,7.75562586406,73.815991518947,142.73475844076,144.61807783072,404.90907023693
MOTILAL_OSWAL,2009-12-29T00:00:00.900Z,19.0,Motilal Oswal Focused Fund Direct Growth,1691.165,Equity,13-May-2013,Exit load of 1% if redeemed within 15 days,0.93,Focused,41.2491,500,500.0,310.076,2.182818527,17.829804841,15.923854969384,63.150042371364,77.175397058569,70.754009893569,326.36306924516
IDFC,1999-12-20T00:00:00.723Z,9.0,Bandhan Focused Equity Fund Direct Growth,1344.8342,Equity,01-Jan-2013,"If unit beyond 10%, Exit load of 1% if redeemed within 1 year.",0.91,Focused,67.405,1000,100.0,241.102645,4.3196149511,20.1578947368,22.5004471472,69.445818901533,85.108108108108,61.380772855796,260.28595626489
Sundaram,1996-02-26T00:00:00.496Z,17.0,Sundaram Select Focus Fund Direct Growth,1353.89483932,Equity,02-Jan-2013,"For units more than 25% of the investments, an exit load of 1% if redeemed within 365 days.",1.25,Focused,283.5119,100,100.0,210.214887,-2.5185602372,25.7063312983,39.32973171675,64.543592065095,66.600303570032,133.84141186446,
MIRAE_ASSET,2019-04-26T00:00:00.197Z,13.0,Mirae Asset Healthcare Fund Direct   Growth,1683.62770316,Equity,02-Jul-2018,Exit load of 1% if redeemed within 1 year.,0.59,Sectoral / Thematic,26.954,5000,1000.0,163.98,7.5055996742,19.5399175837,7.492466813258,72.333202767985,156.41573579407,164.93376154155,
ICICI_PRUDENTIAL,1993-10-12T00:00:00.923Z,3.0,ICICI Prudential Asset Allocator Fund (FOF) Direct   Growth,19964.60636877,Other,11-Jan-2013,"For units in excess of 10% of the investment, exit load of 1% if redeemed within 1 year.",0.21,FoF Overseas/Domestic,99.4481,5000,1000.0,239.480995,3.1380861993,16.3714008609,25.31306423633,62.852499745309,71.824869149432,87.840037905709,256.69103171775
IDBI,2010-03-29T00:00:00.825Z,29.0,IDBI Long Term Value Fund Direct   Growth,95.7386,Equity,20-Aug-2018,"For units in excess of 10% of the investment,1% will be charged for redemption within 12 months.",1.67,Value,18.59,5000,500.0,,,,,,,,
Edelweiss,2008-04-30T00:00:00.838Z,15.0,Edelweiss US Value Equity Offshore Fund Direct Growth,91.5325,Other,07-Aug-2013,"Exit load of 1%, if redeemed within 90 days.",1.41,FoF Overseas/Domestic,28.7297,5000,100.0,187.204,5.7681897025,14.5539756297,17.610155610155,61.540235444988,69.915043661405,76.198773006134,
BIRLA_SUN_LIFE,1994-12-23T00:00:00.478Z,4.0,Aditya Birla Sun Life Bal Bhavishya Yojna Direct   Growth,755.8291,Solution Oriented,11-Feb-2019,Nil,0.7,Children's,16.44,1000,500.0,64.7,5.7124518614,19.6947674419,17.558886509635,57.456978967495,65.694164989939,,
DHFL_PRAMERICA,2010-05-13T00:00:00.239Z,26.0,PGIM India Hybrid Equity Fund Direct Plan Growth,228.2207,Hybrid,01-Jan-2013,0.5% for redemption within 90 days,0.73,Aggressive Hybrid,118.8,5000,1000.0,221.925566,3.3864541833,20.514891469,14.000573011173,63.744855967078,65.653621981681,63.96978021978,220.80085998388
Shriram,1994-12-05T00:00:00.948Z,38.0,Shriram Long Term Equity Fund Direct   Growth,39.8953,Equity,25-Jan-2019,Nil,0.6,ELSS,18.202,500,500.0,84.054,5.5101409064,17.386618025,24.097522823199,63.65883587345,79.847370015341,,
SBI,1987-06-29T00:00:00.518Z,1.0,SBI Equity Hybrid Fund Direct Plan Growth,58312.3573,Hybrid,01-Jan-2013,"For units in excess of 10% of the investment,1% will be charged for redemption within 365 days",1.34,Aggressive Hybrid,239.9893,1000,500.0,324.726124,4.0544074433,14.2776704973,19.260569091062,62.998936805268,68.68419162687,79.568884445265,329.85556224825
Tata,1995-06-30T00:00:00.285Z,14.0,Tata Quant Fund Direct   Growth,40.10983332,Equity,22-Jan-2020,"For units in excess of 12% of the investment,1% will be charged for redemption within 365 Days.",0.88,Sectoral / Thematic,12.5089,5000,150.0,24.355,1.6146561093,22.6078383042,12.536424680096,61.855240723145,,,
Axis,2009-09-04T00:00:00.837Z,7.0,Axis Long Term Equity Direct Plan Growth,32325.059499,Equity,01-Jan-2013,Nil,0.76,ELSS,79.1648,500,500.0,430.720851,2.4966580977,15.3470287534,7.102333777453,65.137113107441,67.876616295373,66.243599793192,430.73144758735
Baroda,1994-11-24T00:00:00.484Z,22.0,Baroda Equity Linked Saving Scheme 96 Direct  Growth,201.1005,Equity,05-Mar-2015,Nil,1.73,ELSS,75.3119,500,500.0,226.616521,-3.8376686924,18.4916822903,69.822709373255,62.510265444697,57.212618147316,80.565621102251,
Tata,1995-06-30T00:00:00.065Z,14.0,Tata Retirement Savings Fund Moderate Plan Direct Growth,1684.20869006,Solution Oriented,09-Jan-2013,Exit load of 1% if redeemed before 61 months.,0.66,Retirement,55.3805,5000,150.0,357.748767,5.2585966582,20.3615680526,21.108718277683,61.812404343706,75.243342226151,69.676821775095,371.03795921485
ICICI_PRUDENTIAL,1993-10-12T00:00:00.706Z,3.0,ICICI Prudential Pharma Healthcare And Diagnostics (P.H.D) Fund Direct   Growth,2881.58574803,Equity,13-Jul-2018,Exit load of 1% if redeemed within 15 days.,1.18,Sectoral / Thematic,24.67,5000,100.0,142.3,7.3548958795,24.1290983607,9.986382206082,70.633802816901,143.76257545272,142.05794205794,
